r,u,residual
5.660999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.662000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.663000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.664000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.664999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.666000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.667000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.667999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.668999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.670000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.671000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.671999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.673000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.674000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.675000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.675999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.677000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.678000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.678999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.680000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.681000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.682000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.682999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.684000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.685000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.685999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.687000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.688000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.689000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.689999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.691000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.692000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.692999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.693999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.695000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.696000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.696999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.698000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.699000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.700000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.700999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.702000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.703000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.703999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.705000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.706000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.707000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.707999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.709000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.710000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.710999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.712000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.713000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.714000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.714999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.716000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.717000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.717999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.718999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.720000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.721000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.721999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.723000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.724000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.725000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.725999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.727000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.728000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.728999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.730000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.731000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.732000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.732999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.734000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.735000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.735999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.737000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.738000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.739000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.739999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.741000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.742000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.742999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.743999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.745000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.746000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.746999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.748000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.749000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.750000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.750999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.752000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.753000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.753999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.755000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.756000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.757000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.757999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.759000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.760000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.760999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.762000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.763000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.764000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.764999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.766000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.767000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.767999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.768999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.770000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.771000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.771999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.773000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.774000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.775000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.775999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.777000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.778000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.778999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.780000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.781000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.782000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.782999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.784000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.785000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.785999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.787000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.788000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.789000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.789999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.791000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.792000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.792999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.793999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.795000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.796000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.796999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.798000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.799000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.800000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.800999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.802000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.803000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.803999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.805000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.806000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.807000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.807999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.809000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.810000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.810999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.812000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.813000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.814000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.814999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.816000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.817000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.817999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.818999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.820000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.821000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.821999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.823000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.824000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.825000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.825999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.827000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.828000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.828999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.830000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.831000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.832000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.832999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.834000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.835000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.835999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.837000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.838000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.839000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.839999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.841000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.842000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.842999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.843999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.845000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.846000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.846999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.848000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.849000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.850000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.850999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.852000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.853000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.853999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.855000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.856000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.857000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.857999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.859000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.860000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.860999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.862000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.863000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.864000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.864999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.866000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.867000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.867999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.868999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.870000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.871000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.871999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.873000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.874000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.875000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.875999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.877000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.878000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.878999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.880000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.881000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.882000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.882999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.884000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.885000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.885999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.887000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.888000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.889000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.889999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.891000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.892000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.892999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.893999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.895000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.896000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.896999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.898000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.899000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.900000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.900999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.902000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.903000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.903999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.905000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.906000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.907000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.907999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.909000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.910000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.910999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.912000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.913000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.914000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.914999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.916000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.917000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.917999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.918999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.920000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.921000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.921999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.923000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.924000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.925000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.925999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.927000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.928000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.928999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.930000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.931000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.932000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.932999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.934000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.935000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.935999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.937000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.938000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.939000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.939999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.941000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.942000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.942999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.943999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.945000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.946000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.946999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.948000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.949000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.950000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.950999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.952000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.953000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.953999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.955000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.956000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.957000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.957999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.959000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.960000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.960999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.962000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.963000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.964000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.964999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.966000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.967000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.967999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.968999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.970000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.971000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.971999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.973000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.974000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.975000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.975999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.977000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.978000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.978999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.980000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.981000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.982000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.982999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.984000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.985000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.985999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.987000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.988000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.989000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.989999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.991000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.992000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.992999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.993999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.995000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.996000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.996999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.998000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
5.999000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.000000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.000999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.002000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.003000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.003999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.005000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.006000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.007000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.007999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.009000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.010000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.010999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.012000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.013000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.014000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.014999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.016000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.017000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.017999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.018999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.020000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.021000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.021999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.023000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.024000000000000199e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.025000000000000000e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.025999999999999801e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.027000000000000313e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.028000000000000114e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.028999999999999915e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.030000000000000426e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.031000000000000227e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.032000000000000028e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.032999999999999829e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.034000000000000341e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.035000000000000142e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.035999999999999943e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.037000000000000455e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.038000000000000256e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.039000000000000057e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.039999999999999858e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.041000000000000369e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.042000000000000171e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.042999999999999972e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.043999999999999773e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.045000000000000284e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.046000000000000085e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.046999999999999886e+01,5.000000000000000000e-01,0.000000000000000000e+00
6.048000000000000398e+01,5.000000000000000000e-01,0.000000000000000000e+00
